"b'Backpage.com, website known for sex-related classified ads, reportedly seized by FBI'",http://www.foxnews.com/us/2018/04/06/backpage-com-website-known-for-sex-related-classified-ads-reportedly-seized-by-fbi.html,"Backpage.com, the controversial website infamous for its sex-related classified ads, was reportedly seized by the FBI on Friday.  (AP) Backpage.com, the website known for its sex and prostitution-related classified advertisements, was shut down and seized by the FBI on Friday, according to reports and a large notice displayed on the site’s homepage.“Backpage.com and affiliated websites have been seized as part of an enforcement action by the Federal Bureau of Investigation, the U.S. Postal Inspection Service, and the Internal Revenue Service Criminal Investigation Division,” the notice on the site read.News of the site’s seizure follow reports that the Arizona home of the site’s founder, Michael Lacey, was raided on Friday morning. “Law enforcement activity is occurring,” the Phoenix FBI told the New York Daily News.Carl Ferrer, the Backpage CEO, was arrested in Texas in 2016, according to the Wall Street Journal. He was then charged in California on a series of counts, including pimping minors. Ferrer and other Backpage executives haven’t been convicted of criminal wrongdoing.PROSTITUTION STILL THRIVES ON BACKPAGE DESPITE SITE SHUTDOWN OF 'ADULT' SECTIONThe site – which is already the focus of multiple criminal investigations – has prompted lawmakers to reconsider legislation that limits the immunity of websites for the actions taken by their users.Members of Congress have also investigated the site for its alleged role in sex trafficking.“This is great news for survivors, advocates, and law enforcement,” Sen. Claire McCaskill, D-Mo., who has investigated the site alongside Ohio Sen. Rob Portman, told the Journal.Cindy McCain, the wife of Arizona Sen. John McCain, and an activist against human trafficking, told AZ Central that she heard that in addition to raiding Lacey’s home, every office of the site around the world was raided.“They’ve confiscated everything and shut the website down,” McCain said, adding that Friday was a “good day.”Backpage.com lets users create posts to sell items, seek a roommate, participate in forums, list upcoming events or post job openings. But the site also has listings for adult escorts and other sexual services, and authorities say advertising related to those services has been extremely lucrative.According to the notice on the site, authorities will release additional information on the seizure later Friday night.The Associated Press contributed to this report."
b'Arizona mother indicted in deaths of children found in car',http://www.foxnews.com/us/2018/04/06/arizona-mother-indicted-in-deaths-children-found-in-car.html,"SUPERIOR, Ariz. –  A grand jury has indicted an Arizona mother on two counts of second-degree murder and two counts of child abuse in the deaths of her two small children.Authorities say Brittany Velasquez's daughter and son died March 26 in Superior, where they were left strapped in car seats in a vehicle for 14 hours. Court records show she was indicted Wednesday.A message seeking comment from a public defender on her behalf was not immediately returned Friday.Authorities say Velasquez was the last person to see her children alive when she left them in a car outside of a family home and went to work. She called police that night to report finding the children unresponsive, and blamed their deaths on someone she said was supposed to be watching them."
"b'Rain shuts Yosemite, threatens problems at tallest US dam'",http://www.foxnews.com/us/2018/04/06/california-storm-may-test-spillway-at-nations-tallest-dam.html,"SAN FRANCISCO –  A fierce Northern California storm Friday shut down Yosemite National Park, threatened mudslides in wildfire-ravaged wine country and could present the first test of a partially repaired offshoot of the nation's tallest dam that nearly collapsed last year.Recent heavy rainfall has led to problems for a state recovering from devastating wildfires, forcing people to flee their homes repeatedly for fear of debris flows tearing down hillsides stripped bare by flames. But the downpours also have provided relief as parts of California plunged back into drought less than a year after a historic dry stretch.Rain was falling throughout much of Northern California on Friday, leading Yosemite National Park to ban all visitors as it expects flooding in its tourist-heavy valley. Visitors can no longer enter Yosemite Valley, and those already there will be asked to leave by 5 p.m.The opener of the San Francisco Giants-Los Angeles Dodgers weekend series was rained out, the first at the Giants ballpark in 12 years.A couple of hundred miles northwest in wine country scorched during October wildfires, the National Weather Service predicted 4 to 6 inches (10 to 15 centimeters) of rainfall through Sunday.The city of Santa Rosa, one of the hardest-hit burn areas, brought in extra firefighters and emergency personnel, fire department spokesman Paul Lowenthal said.It's not the amount of rainfall worrying city officials but the rate at which it falls, he said. Workers have been monitoring hundreds of storm drains, especially those protecting neighborhoods destroyed by fire.""When we start talking about half an inch of rain or more an hour, that's where we're more susceptible to mudslides and debris flow in and around our burn zones,"" Lowenthal said.The weather service issued several flood warnings throughout Northern California ahead of the expected ""atmospheric river,"" a long plume of subtropical moisture stretching to areas near Lake Tahoe.Some places in the Santa Cruz Mountains south of San Francisco could see up to 8 inches (20 centimeters) of rain over a three-day period, leading forecasters to warn of possible flooding, mudslides and rockslides.To the north, state officials warned this week that they may have to use the partially rebuilt spillway at Oroville Dam for the first time since repairs began on the badly damaged structure last summer.Behind the dam, Lake Oroville has been filling up all winter, and more water was coming in than flowing out Friday. The water level was last at 793 feet (242 meters) and dropping. If it reaches about 830 feet (253 meters), water managers say they will open the gates to the spillway.In February 2017, a massive crater opened up in the 3,000-foot (914-meter) concrete chute that releases water from Lake Oroville, California's second-largest reservoir.Crews shut down the spillway for inspections just as a major storm dumped a torrent of rain. The lake quickly filled, and water began flowing over an emergency spillway that had never been used.The water eroded the barren hillside beneath the spillway, leading to fears it would collapse and release a wall of water that could swamp communities downstream. Authorities ordered nearly 200,000 people to flee, but the crisis was averted.California officials say they hope to avoid using the main spillway but are confident it can safely function.News that the spillway may be needed has concerned some people in the city of Oroville, said Genoa Widener, a vocal critic of the water agency.While some of her friends have decided to leave for the weekend to be safe, Widener said she's not concerned the storm will pose a threat. Still, she's frustrated there's even a question about it.""They have the lake rise so much in the last month to try to have some kind of water stored going into the summer,"" she said. ""So they've kind of put us in this position again.""Leroy Mudrick said he's not worried because the water level is much lower than it was before last year's storm.""The lake is still way down,"" Mudrick said."
b'White House praises McMaster on his last day',http://www.foxnews.com/us/2018/04/06/white-house-praises-mcmaster-on-his-last-day.html,"WASHINGTON –  As hundreds of people stood outside the White House and cheered, outgoing national security adviser H.R. McMaster strode out of the West Wing on Friday for the final time.He shook hands with staff and waved to clapping onlookers, his warm exit a stark contrast to the unceremonious departure of so many prior senior Trump aides. McMaster left after meeting for the final time with his successor, neo-conservative television commentator John Bolton, and then received a traditional ""clap out"" by staffers arrayed on West Executive Avenue.Press secretary Sarah Huckabee Sanders said McMaster and his family were met by President Donald Trump, who thanked him for his yearlong service in the post. Sanders also praised McMaster during the daily White House briefing, saying it had been a ""real privilege"" to work with and travel the world with the outgoing aide.In a statement, McMaster praised the National Security Council's strategic roles in addressing a number of international hot spots, including North Korea, China, Iran, Russia and Afghanistan. He thanked Trump for the opportunity to serve and offered his best wishes to Bolton.A three-star general, McMaster is set to retire from the Army later this year. Bolton will be Trump's third national security adviser.Trump never formed a close personal bond with McMaster and the two men frequently clashed on policy. After weeks of rumors, his departure was announced last month soon after someone at the White House leaked that Trump was urged in briefing documents not to congratulate Russian President Vladimir Putin about his recent re-election win. Trump did it anyway.The White House said McMaster's exit had been under discussion for some time and stressed it was not due to any one incident. The national security adviser, who took over last year after Michael Flynn was fired for lying about his contacts with Russian officials, had previously withstood an assault from figures in the conservative media who accused him of not being sufficiently supportive of Israel.A number of Trump senior aides did not receive a similarly warm exit.Secretary of State Rex Tillerson was fired last month via tweet soon after returning from a trip to Africa. Veterans Affairs Secretary David Shulkin was ousted last week amid ethics violations and not permitted to bid his staff farewell. But former communications director Hope Hicks, Trump's closest and longest-serving aide, received a kiss on the cheek from the president when she left the West Wing for the final time last week.Bolton, probably the most divisive foreign policy expert ever to serve as U.N. ambassador, has been a hawkish voice in Republican foreign policy circles for decades.___Follow Lemire on Twitter at http://twitter.com/@JonLemire"
b'Designer of waterslide where boy died returned to Kansas',http://www.foxnews.com/us/2018/04/06/designer-waterslide-where-boy-died-returning-to-kansas.html,"KANSAS CITY, Kan. –  The designer of a waterslide at a Kansas waterpark where a 10-year-old boy was decapitated has been booked into a Kansas jail.John Schooley, who designed the Verruckt slide for the Schlitterbahn Water Park in Kansas City, Kansas, is charged with second-degree murder in the 2016 death of Caleb Schwab.Fox4KC reports Schooley was released from a Texas jail and was booked into the Wyandotte County jail Friday afternoon.His attorney, J. Justin Johnston, says in a bond motion that Schooley's design for the waterslide and the raft involved in the boy's death were modified after the ride was commissioned, meaning his design is not responsible for the fatality.The motion seeking to reduce Schooley's bond says he wasn't affiliated with the Kansas park after April 2015.___Information from: The Kansas City Star, http://www.kcstar.com"
b'Arizona governor announces plans to send 150 National Guard members to border',http://www.foxnews.com/us/2018/04/06/arizona-governor-announces-plans-to-send-150-national-guard-members-to-border.html,"Several states such as California and Oregon have responded with opposition; William La Jeunesse has the latest from Los Angeles.The governor of Arizona announced his plans Friday to send about 150 members of the state’s National Guard to the U.S.-Mexico border next week.The announcement follows comments by President Trump on Thursday when he said he wanted to deploy between 2,000 and 4,000 guard members to the southern border in order to combat illegal immigration and drug trafficking.Our office is working closely with @AZNationalGuard, @DeptofDefense and @DHSgov on plans to deploy approximately 150 national guard members to the border next week“Our office is working closely with @AZNationalGuard, @DeptofDefense and @DHSgov on plans to deploy approximately 150 national guard members to the border next week,” Gov. Doug Ducey said on Twitter.TRUMP SAYS HE WANTS TO SEND 2,000 TO 4,000 NATIONAL GUARD MEMBERS TO US-MEXICO BORDERThe governor’s office told Fox News that the “state will not share in costs under Title 32.” Under that law, the National Guard remains under the command and control of each state’s governor.Also on Friday, the Texas Military Department tweeted that the National Guard was prepping “to deploy to Texas – Mexico border.” Further details would be released during a news conference Friday evening, they said.#BREAKING: Texas National Guard prepares to deploy to Texas - Mexico border. Press conference tonight at 6:30 p.m. @ Armed Forces Reserve Center 5102 Emma Browning Ave, Austin, TX 78719. @CNN @FoxNews @CBSNews @ABC @MSNBC @KXAN_News @KVUE @SpecNewsATX @fox7austinAlong with Trump’s comments on Thursday, he said he intended to “probably keep them or a large portion of them until the wall is built,” referring to the National Guard troops.""We have to have strong borders. We're going to have the wall,"" Trump said. ""We've started building and fixing miles and miles of wall that’s already up and fence and we’re gonna have our wall and we’re gonna get it very strongly and the military is going to be building some of it.""On Wednesday, Trump signed a proclamation sending the guard to the border in an effort to stop what his administration called an ""unacceptable"" flow of drugs, criminal activity and illegal immigrants.PENTAGON ESTABLISHES 24/7 OPERATION AFTER TRUMP ORDERS MILITARY TO MEXICO BORDERDepartment of Homeland Security Secretary Kirstjen Nielsen previously said that the president ordered the deployment because ""we are at a crisis point"" with illegal immigration.""We'd like to stop it before the numbers get even bigger,"" she said.Nielsen added that guard members would provide support to border officials, ""help look at the technology, the surveillance, in some cases we'll ask for some fleet mechanics"" and free up agents trained in law enforcement for other duties.Fox News’ Charlie Lapastora, Samuel Chamberlain and The Associated Press contributed to this report."
"b'Pennsylvania couple beat toddler to death over spilled cereal, police say'",http://www.foxnews.com/us/2018/04/06/pennsylvania-couple-beat-toddler-to-death-over-spilled-cereal-police-say.html,"                                    Keiff King, 26, (left) and Lisa Smith, 19, (right) have been charged with first degree murder in the death of Smith's 4-year-old son.                                                                             (Montgomery County District Attorney's Office)                                                                    A Pennsylvania couple has been charged with first-degree murder for allegedly beating to death a 4-year-old child for spilling his cereal.Montgomery County District Attorney Kevin Steele announced Friday that the boy's 19-year-old mother, Lisa Smith, and her boyfriend, Keiff King, 26, are being charged “for the senseless killing of young Tahjir (Smith).”On January 22 at about 6 p.m., police responded to a reports “of a respiratory emergency,” according to a report from the Montgomery County District Attorney.When paramedics arrived, they found the boy “limp and unresponsive.” He was later pronounced dead at Abington Jefferson Health Hospital.MARYLAND MOTHER ARRESTED AFTER ATTMEPTING TO SAW OFF HEAD OF AUTISTIC SON BECEAUSE SHE FELT ‘OVERWHELMED,’ POLICE SAYAn investigation by Abington Police revealed that Tahjir had been beaten by his mother and King earlier in the day for spilling his breakfast cereal, police said. Investigators said Smith and King told them they used their hands and a sandal to give Tahjir a ""butt whooping."" He was repeatedly beaten in the head and torso.The final autopsy report showed that the toddler died “from multiple blunt injuries, thermal injuries and shock,” and concluded that the cause of death was “homicide.”“The forensic pathologist’s determination that Tahjir’s death was homicide shows what detectives found in our investigation—that this was a violent, sustained beating of a 4-year-old that caused his death,” Steele said in the press release. “And it was a beating at the hands of the mother’s boyfriend and the mother, the very person entrusted to care for the boy.”MOM CHARGED WITH DECAPITATING HER 7-YEAR-OLD SON IN WESTERN NEW YORKThe two are charged with first degree murder and are scheduled to appear in court on April 18. They were not offered bail.The Associated Press contributed to this report."
b'NJ murder case dropped after 2 men spent 24 years in prison',http://www.foxnews.com/us/2018/04/06/nj-murder-case-dropped-after-2-men-spent-24-years-in-prison.html,"NEW YORK –  Prosecutors dropped a case Friday against two men who spent 24 years behind bars in the bloody killing of a New Jersey video store clerk before DNA tests linked a key piece of evidence to another man.Eric Kelley and Ralph Lee had been released on bail after their convictions were overturned last year. But until Friday, they were facing a potential retrial in the 1993 death of Tito Merino in Paterson.With the case dismissed, ""I'm finally free,"" Lee said by phone.""I was looking forward to it one day, but I didn't think it was going to be today.""Kelley said he felt at once overwhelmed, exhausted and happy, said his lawyer, Vanessa Potkin.Passaic County prosecutors' decision to dismiss the case came a month after an appeals court turned down their bid to overturn a ruling that granted the men new trials. The appeals court didn't declare them innocent but said they'd be allowed to present evidence against the other man, adding that the DNA findings ""seriously undermined"" the soundness of the guilty verdicts.Prosecutor Camelia Valdes' office noted the appellate ruling, the years in prison that Lee and Kelley served and the difficulties of getting witnesses back on the stand in a quarter-century-old case.""Considering the totality of the circumstances, to re-try these matters 25 years later would not be in the interests of justice,"" Valdes' office said in a statement.Potkin, who works for the Innocence Project, said she hoped that the end of the case against Kelley would spur New Jersey officials to re-examine their approach to wrongful conviction claims.""The resistance we encountered was unacceptable,"" she said. ""You couldn't have had stronger indications of innocence here.""Merino, 22, was beaten and stabbed in a midday holdup at his uncle's video shop. Paterson's then-mayor said the killing made him sick to his stomach. Merino was a community college student who had emigrated from Peru with aspirations of becoming a doctor.Lee, now 55, and Kelley, 53, confessed but soon recanted. With no physical evidence against them, their prosecutions hinged on their confessions and testimony from witnesses who'd been in the video store around the time of the killing.In 2014, DNA tests showed that a baseball cap left near Merino's body was laden with DNA from a man convicted of a 1989 knifepoint holdup at a different Paterson shop. He'd been released from prison three months before the video store robbery.There was no DNA from Kelley or Lee.Prosecutors have said the new DNA match didn't prove Lee or Kelley innocent or outweigh the ""powerful evidence"" of confessions and witness accounts. Potkin and Lee's lawyer, Paul Casteleiro of Centurion Ministries, argued prosecutors were trying to paper over a bungled case.The man whose DNA was on the hat hasn't been charged in the video store killing. Prosecutors declined to comment Friday on whether they planned to reinvestigate or pursue him.Merino's uncle, Miguel Victoria, didn't immediately return a call Friday. He said last year that the new evidence had left Merino's relatives unsure what to think, but they hoped authorities would get to the bottom of it.Kelley has been working at a pancake restaurant that hired him after hearing of his case, Potkin said. Lee said he's been grappling with medical problems that began in prison.Still, dad Ralph Lee Sr. said, ""This is the first the first day I've seen him smiling."""
"b""Texas National Guard says it's preparing to deploy to border""",http://www.foxnews.com/us/2018/04/06/texas-national-guard-says-its-preparing-to-deploy-to-border.html,"AUSTIN, Texas –  The Texas National Guard says it is preparing to deploy to the U.S.-Mexico border in response to a call from President Donald Trump.The Texas Military Department, the umbrella agency over the Texas' National Guard branches, said on its Twitter account that it would hold a Friday night news conference on the deployment. Further details were not immediately available.Trump told reporters Thursday that he wants to send between 2,000 and 4,000 National Guard members to the border to help fight illegal immigration and drug trafficking.That would be lower than the roughly 6,000 National Guard members that former President George W. Bush sent in 2006 during another border security operation, though more than the 1,200 Guard members President Barack Obama sent in 2010.While several governors, including Texas Gov. Greg Abbott, have welcomed Trump's call for troops on the border, none have announced specific plans. A spokeswoman for Abbott did not immediately return messages Friday.Department of Homeland Security officials have said Guard members could support Border Patrol agents and other law enforcement agencies. DHS Secretary Kirstjen Nielsen said this week that guard members could ""help look at the technology, the surveillance,"" and that the department might ask for fleet mechanics.From 2006 to 2008, the Guard fixed vehicles, maintained roads, repaired fences and performed ground surveillance. Its second mission in 2010 and 2011 involved more aerial surveillance and intelligence work.Former Texas Gov. Rick Perry, now Trump's energy secretary, also sent about 1,000 Guard members to the border in 2014 in response to a surge in the number of unaccompanied immigrant children crossing the Rio Grande, the river that separates the U.S. and Mexico in the state.About 100 Guardsmen remain deployed as part of that existing state mission."
"b'Tom Baldwin, veteran journalist, foreign correspondent, dies'",http://www.foxnews.com/us/2018/04/06/tom-baldwin-veteran-journalist-foreign-correspondent-dies.html,"NEW HOPE, Pa. –  Tom Baldwin, a longtime journalist whose career included a stint as a Middle East correspondent for The Associated Press, has died. He was 71.Baldwin, of New Hope, Pennsylvania, died Tuesday at an area hospital, his family said.He got his start in in journalism at The Press of Atlantic City in New Jersey, before moving on to the AP bureau in Philadelphia in 1973. He later transferred to the AP in New York and then to the Boston bureau, where he was editor.In 1980, Baldwin achieved a career goal by being named a foreign correspondent for the AP, reporting from the Middle East. His wife, Toni Donina, also worked there as a radio reporter.He reported on the assassination of Egyptian leader Anwar Sadat, the rise of Palestinian leader Yasser Arafat, the 1982 war in Lebanon and the Iran-Iraq War.He later transferred to Johannesburg, South Africa, where he reported on the apartheid regime.After leaving the AP in 1986, Baldwin continued his journalism career, working for a shipping newsletter and several newspapers in New Jersey, including The Trentonian and the Home News-Tribune.He was the author of a book, ""Big Storm, Small Ship,"" about riding out a hurricane on a container ship in the Atlantic.He retired from the news business at the age of 67.Survivors include a brother, his former wife and two daughters.Baldwin's family said that donations can be made in his honor to the Buzzards Bay Coalition, which protects the water quality in Buzzards Bay, Massachusetts, where he loved to sail.Funeral services will be private."
